"","lon","lat","ele","time"
"1704",-61.6214666236,15.4676895216,"10.71","2017-04-20T17:38:25Z"
"1705",-61.6214341857,15.4676309321,"10.71","2017-04-20T17:38:35Z"
"1706",-61.6214372031,15.4675641283,"10.71","2017-04-20T17:38:45Z"
"1707",-61.6214513686,15.467515178,"10.71","2017-04-20T17:38:55Z"
"1708",-61.621504426,15.4674288444,"10.23","2017-04-20T17:39:05Z"
"1709",-61.6216289811,15.4673753679,"10.71","2017-04-20T17:39:15Z"
"1710",-61.621760074,15.467404956,"10.71","2017-04-20T17:39:25Z"
"1711",-61.6218381934,15.4674913734,"10.71","2017-04-20T17:39:35Z"
"1712",-61.6218699608,15.4675724264,"10.71","2017-04-20T17:39:45Z"
"1713",-61.6218745708,15.4676316027,"10.71","2017-04-20T17:39:55Z"
"1714",-61.6218966153,15.4676580057,"10.23","2017-04-20T17:40:05Z"
"1715",-61.6219210904,15.4676594306,"10.23","2017-04-20T17:40:15Z"
"1716",-61.6219473258,15.4676445946,"10.71","2017-04-20T17:40:25Z"
"1717",-61.6219774168,15.4676339496,"10.71","2017-04-20T17:40:35Z"
"1718",-61.6220035683,15.4676254001,"11.19","2017-04-20T17:40:45Z"
"1719",-61.6220372636,15.4676245619,"11.19","2017-04-20T17:40:55Z"
"1720",-61.6220641695,15.4676201195,"11.19","2017-04-20T17:41:05Z"
"1721",-61.6220907401,15.4676171858,"11.19","2017-04-20T17:41:15Z"
"1722",-61.6221231781,15.4676117375,"11.19","2017-04-20T17:41:25Z"
"1723",-61.6221940052,15.4676276632,"11.19","2017-04-20T17:41:35Z"
"1724",-61.6223323904,15.467656916,"11.19","2017-04-20T17:41:45Z"
"1725",-61.6224681772,15.467622634,"11.19","2017-04-20T17:41:55Z"
"1726",-61.622535903,15.4675504658,"10.71","2017-04-20T17:42:05Z"
"1727",-61.6225583665,15.4675005935,"11.19","2017-04-20T17:42:15Z"
"1728",-61.6225694306,15.4674670659,"11.19","2017-04-20T17:42:25Z"
"1729",-61.6225784831,15.4674050398,"10.71","2017-04-20T17:42:35Z"
"1730",-61.6226260923,15.4673087317,"10.71","2017-04-20T17:42:45Z"
"1731",-61.6227411758,15.4672617093,"10.71","2017-04-20T17:42:55Z"
"1732",-61.6229148488,15.4671911336,"10.71","2017-04-20T17:43:05Z"
"1733",-61.6231054533,15.4670828395,"10.71","2017-04-20T17:43:15Z"
"1734",-61.623325143,15.4669727013,"10.71","2017-04-20T17:43:25Z"
"1735",-61.6235465091,15.4668644909,"10.71","2017-04-20T17:43:35Z"
"1736",-61.623783214,15.466757454,"11.19","2017-04-20T17:43:45Z"
"1737",-61.62398329,15.4666445497,"10.71","2017-04-20T17:43:55Z"
"1738",-61.6241570469,15.4665214196,"10.71","2017-04-20T17:44:05Z"
"1739",-61.6243160516,15.4663818609,"10.71","2017-04-20T17:44:15Z"
"1740",-61.6244538501,15.4662267119,"10.71","2017-04-20T17:44:25Z"
"1741",-61.6245694365,15.4660979658,"10.71","2017-04-20T17:44:35Z"
"1742",-61.6246644873,15.4659817927,"10.71","2017-04-20T17:44:45Z"
"1743",-61.6247601248,15.4658336006,"10.71","2017-04-20T17:44:55Z"
"1744",-61.6248389985,15.4656648729,"10.71","2017-04-20T17:45:05Z"
"1745",-61.6248786449,15.4655083828,"10.71","2017-04-20T17:45:15Z"
"1746",-61.6248863563,15.4653573409,"11.19","2017-04-20T17:45:25Z"
"1747",-61.6248657368,15.4652058799,"11.19","2017-04-20T17:45:35Z"
"1748",-61.6248399206,15.4650644772,"11.19","2017-04-20T17:45:45Z"
"1749",-61.6248328798,15.4649133515,"10.71","2017-04-20T17:45:55Z"
"1750",-61.6248395853,15.4647592083,"11.19","2017-04-20T17:46:05Z"
"1751",-61.6248133499,15.4646239243,"11.19","2017-04-20T17:46:15Z"
"1752",-61.6247617174,15.4645069968,"11.19","2017-04-20T17:46:25Z"
"1753",-61.6247379128,15.4644342419,"11.19","2017-04-20T17:46:35Z"
"1754",-61.6247510724,15.4643834475,"11.19","2017-04-20T17:46:45Z"
"1755",-61.6247506533,15.4643296357,"11.19","2017-04-20T17:46:55Z"
"1756",-61.6247239988,15.4642513487,"11.19","2017-04-20T17:47:05Z"
"1757",-61.6246634815,15.4641671944,"11.19","2017-04-20T17:47:15Z"
"1758",-61.6245985217,15.4640350118,"11.19","2017-04-20T17:47:25Z"
"1759",-61.6245487332,15.4638900049,"11.19","2017-04-20T17:47:35Z"
"1760",-61.6245037224,15.4637688026,"11.19","2017-04-20T17:47:45Z"
"1761",-61.624488635,15.4637023341,"11.19","2017-04-20T17:47:55Z"
"1762",-61.624471955,15.4636282381,"11.19","2017-04-20T17:48:05Z"
"1763",-61.6244313028,15.4635298345,"11.19","2017-04-20T17:48:15Z"
"1764",-61.6244108509,15.4634285811,"11.19","2017-04-20T17:48:25Z"
"1765",-61.6244144551,15.4633232206,"11.19","2017-04-20T17:48:35Z"
"1766",-61.6243876331,15.4632343724,"11.19","2017-04-20T17:48:45Z"
"1767",-61.6242919117,15.463174358,"11.19","2017-04-20T17:48:55Z"
"1768",-61.6241986211,15.4631264973,"11.19","2017-04-20T17:49:05Z"
"1769",-61.6241940111,15.4630833305,"11.19","2017-04-20T17:49:15Z"
"1770",-61.6242095176,15.4630399961,"11.19","2017-04-20T17:49:25Z"
"1771",-61.6242371779,15.4630212206,"11.19","2017-04-20T17:49:35Z"
"1772",-61.6242671013,15.462974282,"11.19","2017-04-20T17:49:45Z"
"1773",-61.6243582964,15.4628938157,"11.19","2017-04-20T17:49:55Z"
"1774",-61.6245564446,15.4629003536,"11.19","2017-04-20T17:50:05Z"
"1775",-61.6246983502,15.4630564246,"11.67","2017-04-20T17:50:15Z"
"1776",-61.6246297024,15.4632349592,"11.19","2017-04-20T17:50:25Z"
"1777",-61.6245321371,15.4632945545,"11.19","2017-04-20T17:50:35Z"
"1778",-61.6244352423,15.4633403197,"11.67","2017-04-20T17:50:45Z"
"1779",-61.6243622359,15.4633849114,"11.19","2017-04-20T17:50:55Z"
"1780",-61.6242955159,15.4634380527,"11.19","2017-04-20T17:51:05Z"
"1781",-61.6242270358,15.4635132384,"11.67","2017-04-20T17:51:15Z"
"1782",-61.6241952684,15.463572666,"11.19","2017-04-20T17:51:25Z"
"1783",-61.6241914965,15.4636009969,"11.19","2017-04-20T17:51:35Z"
"1784",-61.6242099367,15.4636081215,"11.67","2017-04-20T17:51:45Z"
"1785",-61.6241944302,15.4636064451,"11.67","2017-04-20T17:51:55Z"
"1786",-61.6241108626,15.4635979794,"11.67","2017-04-20T17:52:05Z"
"1787",-61.6240230203,15.4635198601,"11.67","2017-04-20T17:52:15Z"
"1788",-61.6240056697,15.4634234682,"12.15","2017-04-20T17:52:25Z"
"1789",-61.624073647,15.463290615,"11.67","2017-04-20T17:52:35Z"
"1790",-61.6243533511,15.4632140882,"11.67","2017-04-20T17:52:45Z"
"1791",-61.6245500743,15.4632963985,"11.67","2017-04-20T17:52:55Z"
"1792",-61.6247162875,15.4635011684,"11.67","2017-04-20T17:53:05Z"
"1793",-61.6249825805,15.463662101,"11.67","2017-04-20T17:53:15Z"
"1794",-61.625291286,15.4637777712,"12.15","2017-04-20T17:53:25Z"
"1795",-61.6255862452,15.4639091995,"12.15","2017-04-20T17:53:35Z"
"1796",-61.6258918494,15.463991845,"12.15","2017-04-20T17:53:45Z"
"1797",-61.6261809412,15.4639977962,"11.67","2017-04-20T17:53:55Z"
"1798",-61.6263883095,15.4639583174,"11.67","2017-04-20T17:54:05Z"
"1799",-61.6265219171,15.4638654459,"11.67","2017-04-20T17:54:15Z"
"1800",-61.6266018804,15.4637557268,"11.67","2017-04-20T17:54:25Z"
"1801",-61.6266639903,15.463651875,"11.67","2017-04-20T17:54:35Z"
"1802",-61.626657201,15.4635519627,"12.15","2017-04-20T17:54:45Z"
"1803",-61.6266435385,15.4634957202,"12.15","2017-04-20T17:54:55Z"
"1804",-61.6266464721,15.4634611029,"12.15","2017-04-20T17:55:05Z"
"1805",-61.6266523395,15.4634407349,"12.15","2017-04-20T17:55:15Z"
"1806",-61.626656279,15.4634258151,"11.67","2017-04-20T17:55:25Z"
"1807",-61.6266697738,15.4634160921,"12.15","2017-04-20T17:55:35Z"
"1808",-61.6266616434,15.4633901082,"12.15","2017-04-20T17:55:45Z"
"1809",-61.6266643256,15.4633717518,"12.15","2017-04-20T17:55:55Z"
"1810",-61.62666969,15.4633445945,"12.15","2017-04-20T17:56:05Z"
"1811",-61.6266860347,15.4633233044,"11.67","2017-04-20T17:56:15Z"
"1812",-61.6267022956,15.4632916208,"12.15","2017-04-20T17:56:25Z"
"1813",-61.6267226636,15.463256333,"12.15","2017-04-20T17:56:35Z"
"1814",-61.6267473064,15.4632298462,"12.15","2017-04-20T17:56:45Z"
"1815",-61.6267705243,15.4631763697,"12.15","2017-04-20T17:56:55Z"
"1816",-61.6267536767,15.4631159361,"12.15","2017-04-20T17:57:05Z"
"1817",-61.6267477255,15.4630879406,"12.15","2017-04-20T17:57:15Z"
"1818",-61.626754012,15.4630730208,"11.67","2017-04-20T17:57:25Z"
"1819",-61.6267649084,15.4630723502,"12.15","2017-04-20T17:57:35Z"
"1820",-61.6267914791,15.4630743619,"12.15","2017-04-20T17:57:45Z"
"1821",-61.6268242523,15.4630868509,"12.15","2017-04-20T17:57:55Z"
"1822",-61.6268489789,15.4630927183,"12.15","2017-04-20T17:58:05Z"
"1823",-61.6268840153,15.4631075542,"11.67","2017-04-20T17:58:15Z"
"1824",-61.6269014496,15.4631043691,"12.15","2017-04-20T17:58:25Z"
"1825",-61.6269269306,15.4631084763,"11.67","2017-04-20T17:58:35Z"
"1826",-61.6269575246,15.4631133378,"12.15","2017-04-20T17:58:45Z"
"1827",-61.6269801557,15.4631155171,"12.15","2017-04-20T17:58:55Z"
"1828",-61.627006894,15.4631151818,"12.15","2017-04-20T17:59:05Z"
"1829",-61.6270239931,15.4631146789,"12.15","2017-04-20T17:59:15Z"
"1830",-61.6270423494,15.4631102365,"11.67","2017-04-20T17:59:25Z"
"1831",-61.62706431,15.463106297,"11.67","2017-04-20T17:59:35Z"
"1832",-61.627085181,15.4631075542,"12.15","2017-04-20T17:59:45Z"
"1833",-61.6271084826,15.463106297,"11.67","2017-04-20T17:59:55Z"
"1834",-61.6271336284,15.4631084763,"11.67","2017-04-20T18:00:05Z"
"1835",-61.6271618754,15.4631075542,"11.67","2017-04-20T18:00:15Z"
"1836",-61.6271917149,15.4631091468,"11.67","2017-04-20T18:00:25Z"
"1837",-61.6272253264,15.4631131701,"11.67","2017-04-20T18:00:35Z"
"1838",-61.6272517294,15.4631180316,"11.67","2017-04-20T18:00:45Z"
"1839",-61.6272717621,15.4631166067,"11.67","2017-04-20T18:00:55Z"
"1840",-61.6272992548,15.4631207138,"11.67","2017-04-20T18:01:05Z"
"1841",-61.6273285076,15.4631255753,"11.67","2017-04-20T18:01:15Z"
"1842",-61.627359353,15.4631260782,"11.67","2017-04-20T18:01:25Z"
"1843",-61.6273838282,15.4631245695,"11.67","2017-04-20T18:01:35Z"
"1844",-61.6274123266,15.4631259944,"11.67","2017-04-20T18:01:45Z"
"1845",-61.6274364665,15.463121552,"11.67","2017-04-20T18:01:55Z"
"1846",-61.6274596006,15.4631264973,"12.15","2017-04-20T18:02:05Z"
"1847",-61.6274824832,15.4631332867,"11.67","2017-04-20T18:02:15Z"
"1848",-61.627505701,15.4631330352,"11.67","2017-04-20T18:02:25Z"
"1849",-61.6275327746,15.4631372262,"11.67","2017-04-20T18:02:35Z"
"1850",-61.6275595129,15.4631417524,"11.67","2017-04-20T18:02:45Z"
"1851",-61.6275897715,15.4631467815,"11.67","2017-04-20T18:02:55Z"
"1852",-61.6276232991,15.4631528165,"11.67","2017-04-20T18:03:05Z"
"1853",-61.627659006,15.4631578457,"12.15","2017-04-20T18:03:15Z"
"1854",-61.6276821401,15.4631619528,"11.67","2017-04-20T18:03:25Z"
"1855",-61.6276987363,15.4631632101,"12.15","2017-04-20T18:03:35Z"
"1856",-61.6277224571,15.463154912,"12.15","2017-04-20T18:03:45Z"
"1857",-61.6277466808,15.4631439317,"12.15","2017-04-20T18:03:55Z"
"1858",-61.6277662106,15.4631412495,"11.67","2017-04-20T18:04:05Z"
"1859",-61.6277810466,15.4631445184,"11.67","2017-04-20T18:04:15Z"
"1860",-61.6278069466,15.463140076,"11.67","2017-04-20T18:04:25Z"
"1861",-61.6278248001,15.4631401598,"11.67","2017-04-20T18:04:35Z"
"1862",-61.6278465092,15.4631365556,"11.67","2017-04-20T18:04:45Z"
"1863",-61.6278676316,15.4631323647,"11.67","2017-04-20T18:04:55Z"
"1864",-61.6278852336,15.463129431,"11.67","2017-04-20T18:05:05Z"
"1865",-61.6279018298,15.4631225578,"12.63","2017-04-20T18:05:15Z"
"1866",-61.627919348,15.463121552,"11.67","2017-04-20T18:05:25Z"
"1867",-61.6279374529,15.4631201271,"11.67","2017-04-20T18:05:35Z"
"1868",-61.627950361,15.4631134216,"11.67","2017-04-20T18:05:45Z"
"1869",-61.6279704776,15.4631070513,"11.67","2017-04-20T18:05:55Z"
"1870",-61.6280017421,15.4631051235,"11.67","2017-04-20T18:06:05Z"
"1871",-61.6280276421,15.4631037824,"11.67","2017-04-20T18:06:15Z"
"1872",-61.6280571464,15.4631020222,"11.67","2017-04-20T18:06:25Z"
"1873",-61.6280786041,15.4631088953,"11.67","2017-04-20T18:06:35Z"
"1874",-61.6281019896,15.4631083086,"12.15","2017-04-20T18:06:45Z"
"1875",-61.628131913,15.4631122481,"11.67","2017-04-20T18:06:55Z"
"1876",-61.6281570587,15.463121552,"11.67","2017-04-20T18:07:05Z"
"1877",-61.6281778459,15.4631177802,"12.63","2017-04-20T18:07:15Z"
"1878",-61.6281982139,15.4631043691,"12.15","2017-04-20T18:07:25Z"
"1879",-61.6282240301,15.4630975798,"11.67","2017-04-20T18:07:35Z"
"1880",-61.6282364354,15.4631047882,"11.67","2017-04-20T18:07:45Z"
"1881",-61.6282570548,15.4631032795,"11.67","2017-04-20T18:07:55Z"
"1882",-61.6282823682,15.4631049559,"11.67","2017-04-20T18:08:05Z"
"1883",-61.628311621,15.4631060455,"11.19","2017-04-20T18:08:15Z"
"1884",-61.6283335816,15.4631113261,"11.19","2017-04-20T18:08:25Z"
"1885",-61.6283587273,15.4631236475,"11.67","2017-04-20T18:08:35Z"
"1886",-61.6283796821,15.4631270003,"11.67","2017-04-20T18:08:45Z"
"1887",-61.6283964459,15.4631320294,"11.67","2017-04-20T18:08:55Z"
"1888",-61.6284077615,15.4631280899,"11.67","2017-04-20T18:09:05Z"
"1889",-61.6284352541,15.463127587,"12.15","2017-04-20T18:09:15Z"
"1890",-61.628459394,15.4631244019,"11.67","2017-04-20T18:09:25Z"
"1891",-61.6284811031,15.4631251562,"11.67","2017-04-20T18:09:35Z"
"1892",-61.6284987889,15.4631254915,"11.67","2017-04-20T18:09:45Z"
"1893",-61.6285181511,15.4631209653,"11.67","2017-04-20T18:09:55Z"
"1894",-61.6285435483,15.46311602,"11.67","2017-04-20T18:10:05Z"
"1895",-61.6285680234,15.4631158523,"11.67","2017-04-20T18:10:15Z"
"1896",-61.6286008805,15.4631026089,"11.19","2017-04-20T18:10:25Z"
"1897",-61.6286292113,15.4631129187,"11.67","2017-04-20T18:10:35Z"
"1898",-61.6286670975,15.4631214682,"11.19","2017-04-20T18:10:45Z"
"1899",-61.6286835261,15.4631095659,"11.67","2017-04-20T18:10:55Z"
"1900",-61.6286406945,15.4630558379,"11.67","2017-04-20T18:11:05Z"
"1901",-61.6286260262,15.46296129,"11.67","2017-04-20T18:11:15Z"
"1902",-61.6286801733,15.4628477152,"11.19","2017-04-20T18:11:25Z"
"1903",-61.6287786607,15.4626774788,"11.19","2017-04-20T18:11:35Z"
"1904",-61.6289555188,15.4623251874,"11.19","2017-04-20T18:11:45Z"
"1905",-61.6290129349,15.4619352613,"11.19","2017-04-20T18:11:55Z"
"1906",-61.6289740428,15.4615147412,"11.19","2017-04-20T18:12:05Z"
"1907",-61.6290132701,15.4611173552,"11.19","2017-04-20T18:12:15Z"
"1908",-61.6291182116,15.4605827574,"11.19","2017-04-20T18:12:25Z"
"1909",-61.6291975044,15.4601422045,"11.19","2017-04-20T18:12:35Z"
"1910",-61.6292733606,15.4597045854,"11.19","2017-04-20T18:12:45Z"
"1911",-61.6292798147,15.4591559898,"11.19","2017-04-20T18:12:55Z"
"1912",-61.6293387394,15.4586721025,"11.19","2017-04-20T18:13:05Z"
"1913",-61.6293882765,15.4582804162,"11.67","2017-04-20T18:13:15Z"
"1914",-61.6293886956,15.4579332378,"11.19","2017-04-20T18:13:25Z"
"1915",-61.6293563414,15.4576109536,"11.19","2017-04-20T18:13:35Z"
"1916",-61.6293807328,15.4571286589,"11.19","2017-04-20T18:13:45Z"
"1917",-61.6293870192,15.456854403,"11.19","2017-04-20T18:13:55Z"
"1918",-61.6294163559,15.4566773772,"11.19","2017-04-20T18:14:05Z"
"1919",-61.629426498,15.4565325379,"11.19","2017-04-20T18:14:15Z"
"1920",-61.6294290964,15.4564408399,"11.67","2017-04-20T18:14:25Z"
"1921",-61.6294280905,15.4563997686,"9.27","2017-04-20T18:14:35Z"
"1922",-61.629434377,15.4563666601,"6.87","2017-04-20T18:14:45Z"
"1923",-61.6294285934,15.4563564342,"8.79","2017-04-20T18:14:55Z"
"1924",-61.6294364724,15.4563411791,"9.75","2017-04-20T18:15:05Z"
"1925",-61.629452398,15.4563220683,"9.75","2017-04-20T18:15:15Z"
"1926",-61.6294739395,15.4563105013,"10.23","2017-04-20T18:15:25Z"
"1927",-61.6294953972,15.4563099984,"10.23","2017-04-20T18:15:35Z"
"1928",-61.6295104846,15.4563015327,"10.71","2017-04-20T18:15:45Z"
"1929",-61.6295311041,15.4562893789,"10.71","2017-04-20T18:15:55Z"
"1930",-61.6295508854,15.4562805779,"10.71","2017-04-20T18:16:05Z"
"1931",-61.6295748577,15.4562633112,"10.71","2017-04-20T18:16:15Z"
"1932",-61.6295979917,15.4562532529,"11.19","2017-04-20T18:16:25Z"
"1933",-61.629626574,15.4562288616,"11.19","2017-04-20T18:16:35Z"
"1934",-61.6296339501,15.4562359024,"10.71","2017-04-20T18:16:45Z"
"1935",-61.6296389792,15.4562366568,"11.19","2017-04-20T18:16:55Z"
"1936",-61.6296648793,15.4562453739,"11.19","2017-04-20T18:17:05Z"
"1937",-61.6296860017,15.4562544264,"11.19","2017-04-20T18:17:15Z"
"1938",-61.6297144163,15.4562498163,"11.19","2017-04-20T18:17:25Z"
"1939",-61.62973864,15.4562464636,"11.19","2017-04-20T18:17:35Z"
"1940",-61.6297617741,15.4562426917,"11.67","2017-04-20T18:17:45Z"
"1941",-61.6297972295,15.4562325496,"11.67","2017-04-20T18:17:55Z"
"1942",-61.6298176814,15.4562280234,"11.67","2017-04-20T18:18:05Z"
"1943",-61.6298373789,15.4562206473,"11.19","2017-04-20T18:18:15Z"
"1944",-61.6298517119,15.4562139418,"11.67","2017-04-20T18:18:25Z"
"1945",-61.6298787016,15.4562101699,"11.67","2017-04-20T18:18:35Z"
"1946",-61.6299087927,15.4562115949,"11.67","2017-04-20T18:18:45Z"
"1947",-61.6299374588,15.4562089127,"11.19","2017-04-20T18:18:55Z"
"1948",-61.6299633589,15.4562019557,"11.19","2017-04-20T18:19:05Z"
"1949",-61.6299856547,15.456204135,"11.19","2017-04-20T18:19:15Z"
"1950",-61.6300055198,15.456213858,"11.19","2017-04-20T18:19:25Z"
"1951",-61.6300274804,15.4562122654,"11.19","2017-04-20T18:19:35Z"
"1952",-61.6300521232,15.4562136903,"11.67","2017-04-20T18:19:45Z"
"1953",-61.6300701443,15.4562091641,"11.19","2017-04-20T18:19:55Z"
"1954",-61.6301026661,15.456192987,"11.19","2017-04-20T18:20:05Z"
"1955",-61.6301357746,15.4561854433,"11.67","2017-04-20T18:20:15Z"
"1956",-61.6301526222,15.4561919812,"11.19","2017-04-20T18:20:25Z"
"1957",-61.630169386,15.4561791569,"11.67","2017-04-20T18:20:35Z"
"1958",-61.6301889997,15.4561696015,"11.19","2017-04-20T18:20:45Z"
"1959",-61.6302070208,15.4561629798,"11.19","2017-04-20T18:20:55Z"
"1960",-61.6302216053,15.4561515804,"11.19","2017-04-20T18:21:05Z"
"1961",-61.6302402969,15.4561554361,"11.19","2017-04-20T18:21:15Z"
"1962",-61.6302529536,15.4561458807,"11.19","2017-04-20T18:21:25Z"
"1963",-61.6302739922,15.4561350681,"11.19","2017-04-20T18:21:35Z"
"1964",-61.6302871518,15.456125848,"11.19","2017-04-20T18:21:45Z"
"1965",-61.6303121299,15.4561114311,"11.19","2017-04-20T18:21:55Z"
"1966",-61.630326882,15.4561017919,"11.19","2017-04-20T18:22:05Z"
"1967",-61.6303563025,15.4561068211,"11.19","2017-04-20T18:22:15Z"
"1968",-61.6303670313,15.4561066534,"11.19","2017-04-20T18:22:25Z"
"1969",-61.6303878184,15.4561057314,"11.19","2017-04-20T18:22:35Z"
"1970",-61.6304170713,15.4561101738,"11.19","2017-04-20T18:22:45Z"
"1971",-61.6304469947,15.4561103415,"11.19","2017-04-20T18:22:55Z"
"1972",-61.6304840427,15.4561146162,"11.19","2017-04-20T18:23:05Z"
"1973",-61.6305099428,15.4561219085,"11.19","2017-04-20T18:23:15Z"
"1974",-61.6305253655,15.4561312962,"11.19","2017-04-20T18:23:25Z"
"1975",-61.6305462364,15.4561271053,"11.19","2017-04-20T18:23:35Z"
"1976",-61.6305493377,15.4561153706,"11.19","2017-04-20T18:23:45Z"
"1977",-61.63056124,15.4560939968,"11.19","2017-04-20T18:23:55Z"
"1978",-61.630591834,15.4560874589,"11.19","2017-04-20T18:24:05Z"
"1979",-61.6306053288,15.4560874589,"11.19","2017-04-20T18:24:15Z"
"1980",-61.6306405328,15.4560867045,"11.19","2017-04-20T18:24:25Z"
"1981",-61.6306666005,15.4560734611,"11.19","2017-04-20T18:24:35Z"
"1982",-61.6306770779,15.4560669232,"11.19","2017-04-20T18:24:45Z"
"1983",-61.6307004634,15.456074886,"11.19","2017-04-20T18:24:55Z"
"1984",-61.6307295486,15.4560746346,"11.19","2017-04-20T18:25:05Z"
"1985",-61.6307517607,15.4560664203,"11.19","2017-04-20T18:25:15Z"
"1986",-61.6307779122,15.4560668394,"11.19","2017-04-20T18:25:25Z"
"1987",-61.630790066,15.456058709,"11.19","2017-04-20T18:25:35Z"
"1988",-61.6307211667,15.4560224991,"11.19","2017-04-20T18:25:45Z"
"1989",-61.6306745633,15.4559462238,"11.19","2017-04-20T18:25:55Z"
"1990",-61.6306436341,15.4558054917,"11.19","2017-04-20T18:26:05Z"
"1991",-61.6306474898,15.4555614945,"11.19","2017-04-20T18:26:15Z"
"1992",-61.6307500005,15.4551993124,"10.71","2017-04-20T18:26:25Z"
"1993",-61.6308521759,15.4548022617,"11.19","2017-04-20T18:26:35Z"
"1994",-61.6309611406,15.454484839,"10.71","2017-04-20T18:26:45Z"
"1995",-61.6310714465,15.4541648179,"10.71","2017-04-20T18:26:55Z"
"1996",-61.6312024556,15.453855861,"10.71","2017-04-20T18:27:05Z"
"1997",-61.6313144378,15.4535298049,"10.71","2017-04-20T18:27:15Z"
"1998",-61.6314071417,15.4532307386,"10.71","2017-04-20T18:27:25Z"
"1999",-61.6315000132,15.4529417306,"10.71","2017-04-20T18:27:35Z"
"2000",-61.6316028591,15.4526462685,"10.71","2017-04-20T18:27:45Z"
"2001",-61.6316918749,15.4523540754,"10.71","2017-04-20T18:27:55Z"
"2002",-61.6317714192,15.4520586971,"10.71","2017-04-20T18:28:05Z"
"2003",-61.6318458505,15.4517541826,"10.71","2017-04-20T18:28:15Z"
"2004",-61.631909553,15.4514427111,"10.71","2017-04-20T18:28:25Z"
"2005",-61.6319699865,15.4511521943,"10.71","2017-04-20T18:28:35Z"
"2006",-61.6320477705,15.4508483503,"10.71","2017-04-20T18:28:45Z"
"2007",-61.6321289912,15.4505644552,"10.71","2017-04-20T18:28:55Z"
"2008",-61.6321461741,15.4502662271,"10.71","2017-04-20T18:29:05Z"
"2009",-61.6322389618,15.449971268,"10.71","2017-04-20T18:29:15Z"
"2010",-61.6323724017,15.4496994428,"10.71","2017-04-20T18:29:25Z"
"2011",-61.6325232759,15.4493604787,"10.71","2017-04-20T18:29:35Z"
"2012",-61.632582536,15.449124109,"10.71","2017-04-20T18:29:45Z"
"2013",-61.6325978749,15.4490257055,"10.71","2017-04-20T18:29:55Z"
"2014",-61.6326421313,15.4489691276,"11.67","2017-04-20T18:30:05Z"
"2015",-61.6326404549,15.4489502683,"10.23","2017-04-20T18:30:15Z"
"2016",-61.6326547042,15.4489388689,"10.23","2017-04-20T18:30:25Z"
"2017",-61.6326690372,15.4489271343,"9.27","2017-04-20T18:30:35Z"
"2018",-61.6326789279,15.4489233624,"7.35","2017-04-20T18:30:45Z"
"2019",-61.6327038221,15.4489219375,"7.35","2017-04-20T18:30:55Z"
"2020",-61.6327411216,15.4489254579,"10.23","2017-04-20T18:31:05Z"
"2021",-61.6327791754,15.4489376117,"8.79","2017-04-20T18:31:15Z"
"2022",-61.6328142956,15.4489479214,"8.79","2017-04-20T18:31:25Z"
"2023",-61.6328421235,15.4489476699,"8.79","2017-04-20T18:31:35Z"
"2024",-61.6328665987,15.4489427246,"8.79","2017-04-20T18:31:45Z"
"2025",-61.6328870505,15.4489317443,"8.31","2017-04-20T18:31:55Z"
"2026",-61.6329101007,15.4489257094,"8.31","2017-04-20T18:32:05Z"
"2027",-61.6329342406,15.4489232786,"8.31","2017-04-20T18:32:15Z"
"2028",-61.6329506692,15.4489068501,"8.31","2017-04-20T18:32:25Z"
"2029",-61.6329804249,15.4489010666,"7.83","2017-04-20T18:32:35Z"
"2030",-61.6330131982,15.4489014018,"7.83","2017-04-20T18:32:45Z"
"2031",-61.6330438759,15.4488964565,"7.35","2017-04-20T18:32:55Z"
"2032",-61.6330693569,15.4488872364,"7.83","2017-04-20T18:33:05Z"
"2033",-61.6331025492,15.4488927685,"7.35","2017-04-20T18:33:15Z"
"2034",-61.63312627,15.4488854762,"7.83","2017-04-20T18:33:25Z"
"2035",-61.6331513319,15.4488824587,"7.83","2017-04-20T18:33:35Z"
"2036",-61.6331798304,15.4488775134,"8.31","2017-04-20T18:33:45Z"
"2037",-61.6331964266,15.4488625936,"8.31","2017-04-20T18:33:55Z"
"2038",-61.633212436,15.4488462489,"8.31","2017-04-20T18:34:05Z"
"2039",-61.6332423594,15.4488353524,"8.31","2017-04-20T18:34:15Z"
"2040",-61.6332648229,15.4488268867,"8.79","2017-04-20T18:34:25Z"
"2041",-61.6332851909,15.4488186724,"8.79","2017-04-20T18:34:35Z"
"2042",-61.6333094146,15.4488038365,"8.79","2017-04-20T18:34:45Z"
"2043",-61.6333218198,15.4487899225,"8.79","2017-04-20T18:34:55Z"
"2044",-61.633343026,15.448773494,"8.79","2017-04-20T18:35:05Z"
"2045",-61.6333647352,15.4487658665,"8.79","2017-04-20T18:35:15Z"
"2046",-61.6333983466,15.4487660341,"8.79","2017-04-20T18:35:25Z"
"2047",-61.6334250011,15.4487627652,"9.75","2017-04-20T18:35:35Z"
"2048",-61.6334456205,15.4487520363,"9.27","2017-04-20T18:35:45Z"
"2049",-61.6334687546,15.4487484321,"9.27","2017-04-20T18:35:55Z"
"2050",-61.6334936488,15.4487486836,"9.75","2017-04-20T18:36:05Z"
"2051",-61.6335179564,15.4487467557,"10.23","2017-04-20T18:36:15Z"
"2052",-61.633540839,15.4487368651,"10.23","2017-04-20T18:36:25Z"
"2053",-61.6335697565,15.4487309139,"10.71","2017-04-20T18:36:35Z"
"2054",-61.6335969977,15.4487208556,"10.71","2017-04-20T18:36:45Z"
